tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
237561	Candida albicans SC5314	3647832	0	live	ALG2	CAALFM_C604030WA	"GDP-Man:Man(1)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase"	"; GDP-Man:Man(1)GlcNAc(2)-PP-dolichol alpha-1,3-mannosyltransferase"		6	NC_032094.1	876301	877632	plus	1	
237561	Candida albicans SC5314	3647831	0	live	RVS167	CAALFM_C604040CA	amphiphysin	; amphiphysin		6	NC_032094.1	877853	879175	minus	1	
237561	Candida albicans SC5314	3647830	0	live	CAALFM_C604050WA	CAALFM_C604050WA	hypothetical protein	; hypothetical protein		6	NC_032094.1	879657	880859	plus	1	
237561	Candida albicans SC5314	3647828	0	live	CAALFM_C604060WA	CAALFM_C604060WA	ubiquitin-protein ligase	; ubiquitin-protein ligase		6	NC_032094.1	881371	884007	plus	1	
237561	Candida albicans SC5314	3647826	0	live	CAALFM_C604070CA	CAALFM_C604070CA	hypothetical protein	; hypothetical protein		6	NC_032094.1	884108	885451	minus	1	
237561	Candida albicans SC5314	3647801	0	live	YAK1	CAALFM_C204660CA	serine/threonine protein kinase	; serine/threonine protein kinase		2	NC_032090.1	976775	979204	minus	1	
237561	Candida albicans SC5314	3647800	0	live	RPB4	CAALFM_C204650CA	DNA-directed RNA polymerase II subunit	; DNA-directed RNA polymerase II subunit		2	NC_032090.1	975240	976046	minus	1	
237561	Candida albicans SC5314	3647798	0	live	SNU114	CAALFM_C204640CA	U5 snRNP GTPase	; U5 snRNP GTPase		2	NC_032090.1	971681	974749	minus	1	
237561	Candida albicans SC5314	3647796	0	live	FGR51	CAALFM_C204720CA	Fgr51p	; Fgr51p		2	NC_032090.1	988585	990066	minus	1	
237561	Candida albicans SC5314	3647795	0	live	URE2	CAALFM_C204710CA	Ure2p	; Ure2p		2	NC_032090.1	986357	987391	minus	1	
237561	Candida albicans SC5314	3647794	0	live	CAALFM_C204700CA	CAALFM_C204700CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	984870	985955	minus	1	
237561	Candida albicans SC5314	3647791	0	live	TPO5	CAALFM_C204690CA	Tpo5p	; Tpo5p		2	NC_032090.1	982318	984330	minus	1	
237561	Candida albicans SC5314	3647790	0	live	TIM17	CAALFM_C204680WA	protein transporter	; protein transporter		2	NC_032090.1	981049	981513	plus	1	
237561	Candida albicans SC5314	3647789	0	live	CAALFM_C204670WA	CAALFM_C204670WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	979878	980315	plus	1	
237561	Candida albicans SC5314	3647787	0	live	CAALFM_C204730WA	CAALFM_C204730WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	991582	993189	plus	1	
237561	Candida albicans SC5314	3647786	0	live	CAALFM_C204740CA	CAALFM_C204740CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	993261	994097	minus	1	
237561	Candida albicans SC5314	3647785	0	live	CAALFM_C204750WA	CAALFM_C204750WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	995291	996994	plus	1	
237561	Candida albicans SC5314	3647784	0	live	KIC1	CAALFM_C204760WA	putative serine/threonine protein kinase	; putative serine/threonine protein kinase		2	NC_032090.1	997716	1000391	plus	1	
237561	Candida albicans SC5314	3647783	0	live	CAALFM_C204770WA	CAALFM_C204770WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1000715	1001686	plus	1	
237561	Candida albicans SC5314	3647781	0	live	CAALFM_C204780WA	CAALFM_C204780WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1001834	1004284	plus	1	
237561	Candida albicans SC5314	3647779	0	live	CAALFM_C204790CA	CAALFM_C204790CA	mitochondrial 37S ribosomal protein MRP51	; mitochondrial 37S ribosomal protein MRP51		2	NC_032090.1	1004405	1005511	minus	1	
237561	Candida albicans SC5314	3647778	0	live	MDM10	CAALFM_C204800CA	Mdm10p	; Mdm10p		2	NC_032090.1	1005765	1007186	minus	1	
237561	Candida albicans SC5314	3647777	0	live	HIS3	CAALFM_C204810WA	imidazoleglycerol-phosphate dehydratase	; imidazoleglycerol-phosphate dehydratase		2	NC_032090.1	1007626	1008294	plus	1	
237561	Candida albicans SC5314	3647776	0	live	CAALFM_C204820WA	CAALFM_C204820WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1008544	1009959	plus	1	
237561	Candida albicans SC5314	3647761	0	live	ATO1	CAALFM_C300920WA	Ato1p	; Ato1p		3	NC_032091.1	187453	188250	plus	1	
237561	Candida albicans SC5314	3647758	0	live	CAALFM_C300840CA	CAALFM_C300840CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	167936	168433	minus	1	
237561	Candida albicans SC5314	3647757	0	live	CAALFM_C300830CA	CAALFM_C300830CA	DNA ligase (ATP)	; DNA ligase (ATP)		3	NC_032091.1	165325	167637	minus	1	
237561	Candida albicans SC5314	3647755	0	live	CAALFM_C300910WA	CAALFM_C300910WA	hypothetical protein	; hypothetical protein		3	NC_032091.1	183121	185799	plus	1	
237561	Candida albicans SC5314	3647754	0	live	AYR1	CAALFM_C300900CA	acylglycerone-phosphate reductase	; acylglycerone-phosphate reductase		3	NC_032091.1	181128	182009	minus	1	
237561	Candida albicans SC5314	3647753	0	live	CAALFM_C300890CA	CAALFM_C300890CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	178624	180774	minus	1	
237561	Candida albicans SC5314	3647752	0	live	KGD1	CAALFM_C300880WA	alpha-ketoglutarate dehydrogenase	; alpha-ketoglutarate dehydrogenase		3	NC_032091.1	175316	178306	plus	1	
237561	Candida albicans SC5314	3647750	0	live	CSE4	CAALFM_C300860WA	centromeric DNA-binding histone H3-like protein	; centromeric DNA-binding histone H3-like protein		3	NC_032091.1	173043	173678	plus	1	
237561	Candida albicans SC5314	3647748	0	live	CAALFM_C300850CA	CAALFM_C300850CA	hypothetical protein	; hypothetical protein		3	NC_032091.1	168880	171330	minus	1	
237561	Candida albicans SC5314	3647737	0	live	CAALFM_C504030WA	CAALFM_C504030WA	hypothetical protein	; hypothetical protein		5	NC_032093.1	891519	892661	plus	1	
237561	Candida albicans SC5314	3647735	0	live	CAALFM_C504050WA	CAALFM_C504050WA	hypothetical protein	; hypothetical protein		5	NC_032093.1	899279	902074	plus	1	
237561	Candida albicans SC5314	3647733	0	live	MEC1	CAALFM_C504060CA	protein kinase	; protein kinase		5	NC_032093.1	902120	909097	minus	1	
237561	Candida albicans SC5314	3647732	0	live	CKS1	CAALFM_C504070CA	cyclin-dependent protein kinase regulatory subunit	; cyclin-dependent protein kinase regulatory subunit		5	NC_032093.1	909565	909873	minus	1	
237561	Candida albicans SC5314	3647731	0	live	CAALFM_C504080CA	CAALFM_C504080CA	U2-type spliceosomal complex subunit	; U2-type spliceosomal complex subunit		5	NC_032093.1	910835	911500	minus	1	
237561	Candida albicans SC5314	3647730	0	live	SUI1	CAALFM_C504090CA	translation initiation factor eIF1	; translation initiation factor eIF1		5	NC_032093.1	912034	912363	minus	1	
237561	Candida albicans SC5314	3647729	0	live	CDS1	CAALFM_C504100WA	phosphatidate cytidylyltransferase	; phosphatidate cytidylyltransferase		5	NC_032093.1	913806	915161	plus	1	
237561	Candida albicans SC5314	3647719	0	live	RPL3	CAALFM_C209430WA	ribosomal 60S subunit protein L3	; ribosomal 60S subunit protein L3		2	NC_032090.1	1921832	1923001	plus	1	
237561	Candida albicans SC5314	3647718	0	live	CAALFM_C209420WA	CAALFM_C209420WA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1919179	1921308	plus	1	
237561	Candida albicans SC5314	3647716	0	live	ERG24	CAALFM_C209400CA	delta(14)-sterol reductase	; delta(14)-sterol reductase		2	NC_032090.1	1913246	1914592	minus	1	
237561	Candida albicans SC5314	3647715	0	live	ABG1	CAALFM_C209390WA	Abg1p	; Abg1p		2	NC_032090.1	1912239	1913105	plus	1	
237561	Candida albicans SC5314	3647714	0	live	PMS1	CAALFM_C209470CA	ATP-binding mismatch repair protein	; ATP-binding mismatch repair protein		2	NC_032090.1	1936516	1939248	minus	1	
237561	Candida albicans SC5314	3647713	0	live	CAALFM_C209460CA	CAALFM_C209460CA	hypothetical protein	; hypothetical protein		2	NC_032090.1	1930208	1933412	minus	2	
237561	Candida albicans SC5314	3647697	0	live	OPT4	CAALFM_CR02490WA	Opt4p	; Opt4p		R	NC_032096.1	550905	552005	plus	1	
237561	Candida albicans SC5314	3647696	0	live	CAALFM_CR02500WA	CAALFM_CR02500WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	552462	554012	plus	1	
237561	Candida albicans SC5314	3647694	0	live	CAALFM_CR02510WA	CAALFM_CR02510WA	hypothetical protein	; hypothetical protein		R	NC_032096.1	556957	560259	plus	1	
237561	Candida albicans SC5314	3647693	0	live	RPC19	CAALFM_CR02520WA	DNA-directed RNA polymerase core subunit	; DNA-directed RNA polymerase core subunit		R	NC_032096.1	560832	561227	plus	1	
237561	Candida albicans SC5314	3647692	0	live	DBP2	CAALFM_CR02530WA	DEAD-box ATP-dependent RNA helicase	; DEAD-box ATP-dependent RNA helicase		R	NC_032096.1	561929	564680	plus	2	
237561	Candida albicans SC5314	3647690	0	live	CHO2	CAALFM_CR02540WA	phosphatidylethanolamine N-methyltransferase	; phosphatidylethanolamine N-methyltransferase		R	NC_032096.1	566051	568717	plus	1	
237561	Candida albicans SC5314	3647689	0	live	CAALFM_CR02550CA	CAALFM_CR02550CA	exosome non-catalytic core subunit	; exosome non-catalytic core subunit		R	NC_032096.1	568818	569693	minus	1	
237561	Candida albicans SC5314	3647687	0	live	ASG1	CAALFM_CR02560CA	Asg1p	; Asg1p		R	NC_032096.1	570071	573043	minus	1	
237561	Candida albicans SC5314	3647685	0	live	CAALFM_CR02570CA	CAALFM_CR02570CA	triglyceride lipase	; triglyceride lipase		R	NC_032096.1	574720	575925	minus	1	
237561	Candida albicans SC5314	3647684	0	live	PAN6	CAALFM_CR02580WA	pantoate--beta-alanine ligase	; pantoate--beta-alanine ligase		R	NC_032096.1	576979	577929	plus	1	
237561	Candida albicans SC5314	3647683	0	live	CAALFM_C110630CA	CAALFM_C110630CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	2354068	2356800	minus	1	
237561	Candida albicans SC5314	3647682	0	live	CAALFM_C110620WA	CAALFM_C110620WA	pseudouridine synthase	; pseudouridine synthase		1	NC_032089.1	2352465	2353904	plus	1	
237561	Candida albicans SC5314	3647681	0	live	FCY23	CAALFM_C110610WA	Fcy23p	; Fcy23p		1	NC_032089.1	2349806	2351599	plus	1	
237561	Candida albicans SC5314	3647679	0	live	CAALFM_C110580CA	CAALFM_C110580CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	2344169	2344501	minus	1	
237561	Candida albicans SC5314	3647678	0	live	CAALFM_C110680CA	CAALFM_C110680CA	tricalbin	; tricalbin		1	NC_032089.1	2369620	2373397	minus	2	
237561	Candida albicans SC5314	3647677	0	live	RPA190	CAALFM_C110670CA	DNA-directed RNA polymerase I core subunit	; DNA-directed RNA polymerase I core subunit		1	NC_032089.1	2364210	2369207	minus	1	
237561	Candida albicans SC5314	3647675	0	live	TBP1	CAALFM_C110660WA	TATA-binding protein	; TATA-binding protein		1	NC_032089.1	2362524	2363240	plus	1	
237561	Candida albicans SC5314	3647674	0	live	APN2	CAALFM_C110650WA	DNA-(apurinic or apyrimidinic site) lyase	; DNA-(apurinic or apyrimidinic site) lyase		1	NC_032089.1	2360939	2362294	plus	1	
237561	Candida albicans SC5314	3647673	0	live	PEA2	CAALFM_C110640CA	Pea2p	; Pea2p		1	NC_032089.1	2357212	2359116	minus	1	
237561	Candida albicans SC5314	3647672	0	live	GPI7	CAALFM_C105070CA	mannose-ethanolamine phosphotransferase	; mannose-ethanolamine phosphotransferase		1	NC_032089.1	1059228	1061885	minus	1	
237561	Candida albicans SC5314	3647671	0	live	GPT1	CAALFM_C105080WA	Gpt1p	; Gpt1p		1	NC_032089.1	1064009	1065736	plus	1	
237561	Candida albicans SC5314	3647670	0	live	TRY2	CAALFM_C105090WA	Try2p	; Try2p		1	NC_032089.1	1066117	1067232	plus	1	
237561	Candida albicans SC5314	3647669	0	live	CAALFM_C105100WA	CAALFM_C105100WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1067544	1068347	plus	1	
237561	Candida albicans SC5314	3647668	0	live	ARO4	CAALFM_C105110CA	3-deoxy-7-phosphoheptulonate synthase	; 3-deoxy-7-phosphoheptulonate synthase		1	NC_032089.1	1068523	1069635	minus	1	
237561	Candida albicans SC5314	3647667	0	live	CAALFM_C105120WA	CAALFM_C105120WA	amino acid transporter	; amino acid transporter		1	NC_032089.1	1070515	1071795	plus	1	
237561	Candida albicans SC5314	3647664	0	live	BRG1	CAALFM_C105140WA	Brg1p	; Brg1p		1	NC_032089.1	1082624	1083892	plus	1	
237561	Candida albicans SC5314	3647653	0	live	TEP1	CAALFM_C702650WA	"putative phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase"	"; putative phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase"		7	NC_032095.1	565312	566472	plus	1	
237561	Candida albicans SC5314	3647652	0	live	CAALFM_C702660CA	CAALFM_C702660CA	hypothetical protein	; hypothetical protein		7	NC_032095.1	566564	567244	minus	1	
237561	Candida albicans SC5314	3647651	0	live	CAALFM_C702670WA	CAALFM_C702670WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	568036	571017	plus	1	
237561	Candida albicans SC5314	3647650	0	live	TOM22	CAALFM_C702680WA	Tom22p	; Tom22p		7	NC_032095.1	571203	571655	plus	1	
237561	Candida albicans SC5314	3647649	0	live	CAALFM_C702690CA	CAALFM_C702690CA	bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase	; bifunctional diacylglycerol cholinephosphotransferase/ethanolaminephosphotransferase		7	NC_032095.1	571898	573106	minus	1	
237561	Candida albicans SC5314	3647647	0	live	RBP1	CAALFM_C702570CA	peptidylprolyl isomerase	; peptidylprolyl isomerase		7	NC_032095.1	552627	553001	minus	1	
237561	Candida albicans SC5314	3647646	0	live	CAALFM_C702630WA	CAALFM_C702630WA	hypothetical protein	; hypothetical protein		7	NC_032095.1	560574	562490	plus	1	
237561	Candida albicans SC5314	3647645	0	live	TOM70	CAALFM_C702640WA	protein channel	; protein channel		7	NC_032095.1	563064	564953	plus	1	
237561	Candida albicans SC5314	3647612	0	live	PEP1	CAALFM_C112490WA	type I sorting receptor	; type I sorting receptor		1	NC_032089.1	2723178	2727197	plus	1	
237561	Candida albicans SC5314	3647610	0	live	RAX2	CAALFM_C112510WA	Rax2p	; Rax2p		1	NC_032089.1	2729345	2733526	plus	1	
237561	Candida albicans SC5314	3647609	0	live	GSG1	CAALFM_C112520WA	Gsg1p	; Gsg1p		1	NC_032089.1	2734096	2736375	plus	1	
237561	Candida albicans SC5314	3647608	0	live	CAALFM_C112530CA	CAALFM_C112530CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	2736499	2737875	minus	1	
237561	Candida albicans SC5314	3647607	0	live	CAALFM_C112540WA	CAALFM_C112540WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	2738222	2738758	plus	1	
237561	Candida albicans SC5314	3647606	0	live	CDC54	CAALFM_C112550CA	MCM DNA helicase complex subunit	; MCM DNA helicase complex subunit		1	NC_032089.1	2738857	2741595	minus	1	
237561	Candida albicans SC5314	3647605	0	live	DLH1	CAALFM_C112560CA	recombinase	; recombinase		1	NC_032089.1	2741867	2742981	minus	3	
237561	Candida albicans SC5314	3647604	0	live	CAALFM_C112570CA	CAALFM_C112570CA	Elongator subunit	; Elongator subunit		1	NC_032089.1	2743121	2744461	minus	1	
237561	Candida albicans SC5314	3647603	0	live	CAALFM_C112580WA	CAALFM_C112580WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	2744834	2746261	plus	1	
237561	Candida albicans SC5314	3647602	0	live	ATP20	CAALFM_C112590WA	F1F0 ATP synthase subunit g	; F1F0 ATP synthase subunit g		1	NC_032089.1	2746753	2747097	plus	1	
237561	Candida albicans SC5314	3647601	0	live	CHR1	CAALFM_C112600CA	RNA-dependent ATPase	; RNA-dependent ATPase		1	NC_032089.1	2747573	2749495	minus	1	
237561	Candida albicans SC5314	3647598	0	live	CAALFM_CR05500CA	CAALFM_CR05500CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1168592	1171228	minus	1	
237561	Candida albicans SC5314	3647597	0	live	STE13	CAALFM_CR05510WA	Ste13p	; Ste13p		R	NC_032096.1	1171820	1174612	plus	1	
237561	Candida albicans SC5314	3647596	0	live	NOC2	CAALFM_CR05520WA	mRNA-binding ribosome synthesis protein	; mRNA-binding ribosome synthesis protein		R	NC_032096.1	1174805	1176949	plus	1	
237561	Candida albicans SC5314	3647595	0	live	CWT1	CAALFM_CR05530CA	Cwt1p	; Cwt1p		R	NC_032096.1	1177061	1178797	minus	1	
237561	Candida albicans SC5314	3647594	0	live	CAALFM_CR05540CA	CAALFM_CR05540CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1179301	1181166	minus	1	
237561	Candida albicans SC5314	3647593	0	live	CAALFM_CR05550CA	CAALFM_CR05550CA	DNA-directed RNA polymerase III core subunit	; DNA-directed RNA polymerase III core subunit		R	NC_032096.1	1181749	1185222	minus	1	
237561	Candida albicans SC5314	3647592	0	live	CAALFM_CR05560WA	CAALFM_CR05560WA	TFIIH/NER complex subunit	; TFIIH/NER complex subunit		R	NC_032096.1	1185511	1186995	plus	1	
237561	Candida albicans SC5314	3647591	0	live	RNR3	CAALFM_CR05570CA	Rnr3p	; Rnr3p		R	NC_032096.1	1187177	1189627	minus	1	
237561	Candida albicans SC5314	3647590	0	live	CAALFM_CR05580CA	CAALFM_CR05580CA	hypothetical protein	; hypothetical protein		R	NC_032096.1	1190023	1190650	minus	2	
237561	Candida albicans SC5314	3647589	0	live	SRR1	CAALFM_CR05610CA	Srr1p	; Srr1p		R	NC_032096.1	1194011	1194859	minus	1	
237561	Candida albicans SC5314	3647563	0	live	CAALFM_C602020CA	CAALFM_C602020CA	hypothetical protein	; hypothetical protein		6	NC_032094.1	414633	415973	minus	1	
237561	Candida albicans SC5314	3647562	0	live	CAALFM_C602030CA	CAALFM_C602030CA	NADHX dehydratase	; NADHX dehydratase		6	NC_032094.1	416245	417378	minus	1	
237561	Candida albicans SC5314	3647561	0	live	MCR1	CAALFM_C602040WA	cytochrome-b5 reductase	; cytochrome-b5 reductase		6	NC_032094.1	417949	418854	plus	1	
237561	Candida albicans SC5314	3647560	0	live	DBR1	CAALFM_C602050WA	RNA lariat debranching enzyme	; RNA lariat debranching enzyme		6	NC_032094.1	419022	420419	plus	1	
237561	Candida albicans SC5314	3647559	0	live	SLM2	CAALFM_C602060WA	"phosphatidylinositol 4,5-bisphosphate-binding protein"	"; phosphatidylinositol 4,5-bisphosphate-binding protein"		6	NC_032094.1	422258	424654	plus	1	
237561	Candida albicans SC5314	3647558	0	live	RPL23A	CAALFM_C602070CA	ribosomal 60S subunit protein L23B	; ribosomal 60S subunit protein L23B		6	NC_032094.1	424970	425898	minus	2	
237561	Candida albicans SC5314	3647554	0	live	CAALFM_C602100WA	CAALFM_C602100WA	hypothetical protein	; hypothetical protein		6	NC_032094.1	434385	434888	plus	1	
237561	Candida albicans SC5314	3647553	0	live	CAALFM_C602110WA	CAALFM_C602110WA	hypothetical protein	; hypothetical protein		6	NC_032094.1	436350	437441	plus	1	
237561	Candida albicans SC5314	3647552	0	live	CHC1	CAALFM_C602120WA	clathrin heavy chain	; clathrin heavy chain		6	NC_032094.1	437978	442957	plus	1	
237561	Candida albicans SC5314	3647550	0	live	CTF5	CAALFM_C602130CA	Ctf5p	; Ctf5p		6	NC_032094.1	443134	444234	minus	1	
237561	Candida albicans SC5314	3647536	0	live	REI1	CAALFM_C105060WA	Rei1p	; Rei1p		1	NC_032089.1	1058030	1059178	plus	1	
237561	Candida albicans SC5314	3647535	0	live	RRP6	CAALFM_C105050CA	exosome nuclease subunit	; exosome nuclease subunit		1	NC_032089.1	1055313	1057673	minus	1	
237561	Candida albicans SC5314	3647534	0	live	PSF2	CAALFM_C105030CA	DNA replication protein	; DNA replication protein		1	NC_032089.1	1054104	1054799	minus	2	
237561	Candida albicans SC5314	3647533	0	live	ARG2	CAALFM_C105020CA	acetyl-CoA:L-glutamate N-acetyltransferase	; acetyl-CoA:L-glutamate N-acetyltransferase		1	NC_032089.1	1051994	1053736	minus	1	
237561	Candida albicans SC5314	3647532	0	live	CAALFM_C105010CA	CAALFM_C105010CA	PAQR-type receptor	; PAQR-type receptor		1	NC_032089.1	1050452	1051426	minus	1	
237561	Candida albicans SC5314	3647531	0	live	RHD1	CAALFM_C105000WA	Rhd1p	; Rhd1p		1	NC_032089.1	1048309	1050273	plus	1	
237561	Candida albicans SC5314	3647530	0	live	CAALFM_C104990CA	CAALFM_C104990CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1044362	1045495	minus	1	
237561	Candida albicans SC5314	3647529	0	live	CAALFM_C104980CA	CAALFM_C104980CA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1041964	1043523	minus	1	
237561	Candida albicans SC5314	3647528	0	live	CAALFM_C104970WA	CAALFM_C104970WA	translation initiation factor 3 subunit	; translation initiation factor 3 subunit		1	NC_032089.1	1036804	1040895	plus	1	
237561	Candida albicans SC5314	3647527	0	live	CAALFM_C104960CA	CAALFM_C104960CA	SCF ubiquitin ligase complex subunit	; SCF ubiquitin ligase complex subunit		1	NC_032089.1	1033844	1035829	minus	1	
237561	Candida albicans SC5314	3647525	0	live	CAALFM_C106250WA	CAALFM_C106250WA	hypothetical protein	; hypothetical protein		1	NC_032089.1	1306250	1308475	plus	1	
